"","Timestamp","Open","High","Low","Close","Volume_BTC","Volume_USD","Weighted_Price","WP_Increase","ma10","ma50","ma100","Ma10_WP_Increase","Ma50_WP_Increase","Ma100_WP_Increase","rsi","RSI_GreaterThan_50"
"12",2015-04-24,235.95,236.93,230.12,231.51,6481.07143681,1507539.18896045,232.483945280665,0,227.887882458399,254.79501821433,244.919113727382,1,0,0,43.6168131964788,0
"13",2015-04-25,231.51,233.67,226.83,227.05,4932.99588695,1133972.39272636,229.609764741823,0,228.62473938864,253.908556093497,245.653455557113,1,0,0,41.0996619558531,0
"14",2015-04-26,227.05,227.91,215.56,221.27,9494.40864719,2089990.03624742,220.229702795435,1,227.865909780165,252.829959085585,245.81739580527,0,0,0,34.1691422663502,0
"15",2015-04-27,221.27,231.11,218.78,227.58,12011.70901725,2678899.11182964,222.266807445433,1,227.59457339159,251.762099583532,245.986829216188,0,0,0,36.6669016750562,0
"16",2015-04-28,227.41,229.04,220.46,225.64,6806.31744694,1533086.63910995,225.449378913592,0,227.796519086339,250.616646835296,246.259150072984,0,0,0,40.4672758147977,0
"17",2015-04-29,225.39,227.3,220.2,225.6,6765.63671375,1523257.77413013,225.051020327847,1,227.83390431248,249.21684836418,246.357960276263,0,0,0,40.1425763581489,0
"18",2015-04-30,225.78,240,225.1,236.81,11346.41198213,2640975.70931978,231.938352706421,1,228.522104279381,247.960979491294,246.532343803327,1,0,0,47.9227170989916,0
"19",2015-05-01,236.78,238.78,233.01,233.14,9969.21613044,2350466.81632507,235.93923424352,0,229.389310539985,246.775642774952,246.665829360042,1,0,0,51.8388349335634,1
"20",2015-05-02,233.15,237.15,233,235.94,6183.71343627,1454817.05648437,235.331260049246,1,229.319074859509,245.654279608416,246.745120148425,1,0,0,51.2086544698447,1
"21",2015-05-03,235.94,242.97,234.26,240.78,5731.79815874,1375096.87689952,239.725091977761,1,229.802455848174,244.744523938315,246.865371068203,1,0,0,55.4259565769775,1
"22",2015-05-04,240.88,243.99,238.06,239.75,8837.53918605,2125662.19014393,240.523694196116,0,230.606430739719,243.828560731172,246.856791343497,1,0,0,56.1675391689664,1
"23",2015-05-05,239.75,240,232,236.76,9267.39428959,2186242.90246598,235.992863250782,0,231.244740590615,242.69541494643,246.711183324011,1,0,0,50.9848986700401,1
"24",2015-05-06,236.76,237.87,228.38,230,7836.31438506,1836253.01170897,234.92741245044,0,232.714511556116,241.582874976672,246.31969050799,1,0,0,49.8207297584558,0
"25",2015-05-07,230,239.18,228.67,237.99,8754.8133802,2044766.23858477,232.736648922825,1,233.761495703855,240.729498596899,246.037025057618,0,0,0,47.4229473768196,0
"26",2015-05-08,237.97,247.06,236.35,244.54,8424.71221905,2044343.88152322,240.566406522747,1,235.27319846477,240.344763413738,245.932437947746,1,1,0,55.6402019022536,1
"27",2015-05-09,244.44,247.6,240,242.5,5018.6751944,1223517.12602092,243.420816326317,0,237.110178064618,239.94789329041,246.029890071909,1,1,0,58.2047459492589,1
"28",2015-05-10,242.59,244.89,239.63,241.57,5050.48005714,1222919.62133598,242.154312585054,1,238.131774052481,239.564245002737,246.110249623508,1,1,0,56.6400881876525,1
"29",2015-05-11,241.59,245.49,239.5,242.86,6176.48124216,1498051.62220639,242.277637290793,0,238.765614357208,239.144724274086,246.24012276035,1,1,0,56.761974547757,1
"30",2015-05-12,242.74,243.4,240.37,242.03,6322.57141234,1531045.8760873,242.185587817434,1,239.451047134027,238.613649126389,246.457532092834,1,1,0,56.6340069812478,1
"31",2015-05-13,242.04,244.13,235.54,236.32,10028.94688273,2424122.91548596,242.64470974919,0,239.74300891117,238.324134664646,246.610840574832,1,1,0,57.1528733643303,1
"32",2015-05-14,236.93,240,232.61,237.46,10365.96804077,2462002.45882046,237.280044863468,1,239.418643977905,238.150297260861,246.616560530154,0,0,0,49.6740234347731,0
"33",2015-05-15,237.39,239,236.89,237.82,9086.29472672,2161201.59545085,237.91052691631,0,239.610410344458,237.907779008281,246.735443085352,0,1,0,50.4939404943745,1
"34",2015-05-16,237.91,237.99,235.48,236.73,2739.83077381,650616.078105648,237.374567098643,1,239.855125809278,237.678900846877,246.87945590658,0,0,0,49.7518933300627,0
"35",2015-05-17,236.72,238.45,236.7,237.12,4917.8941314,1167794.87762708,237.41355726711,0,240.322816643707,237.382227542155,247.043959108912,0,1,0,49.8096789509446,0
"36",2015-05-18,237.1,237.89,231.66,234.04,7092.73376658,1674027.61805053,236.438978318491,0,239.910073823281,237.18400747893,247.141107251787,0,0,0,48.3140624908217,0
"37",2015-05-19,234.04,234.92,231.53,232.59,6915.07305287,1613239.62627759,233.441222624126,1,238.912114453062,236.926504080541,247.217961771431,0,0,0,43.9432464690859,0
"38",2015-05-20,232.58,235,232.54,234.54,7055.61717952,1650580.66479184,233.895692561775,1,238.086252450734,236.674515426473,247.339464300267,0,0,0,44.7591576221561,0
"39",2015-05-21,234.55,236.74,234.16,235.77,6237.93365231,1469432.59149692,235.561913686322,1,237.414680090287,236.488468218038,247.505646668967,0,0,0,47.761222614649,0
"40",2015-05-22,235.77,242,235.11,240.45,7695.08723864,1838029.90438724,237.741928072451,1,236.970314115789,236.252790515315,247.668146861588,1,1,0,51.4767549199306,1
"41",2015-05-23,240.41,240.64,237.89,239.36,3726.99014521,892977.238426488,239.729121393462,1,236.678755280216,235.950150297559,247.860693874759,1,1,0,54.643635706151,1
"42",2015-05-24,239.38,242,238.27,240.82,3406.31213942,818982.647046756,240.262346317663,0,236.976985425635,235.677153798629,247.934229246741,1,1,0,55.483213019637,1
"43",2015-05-25,240.68,241.4,236.71,237.43,3984.51485195,950321.278306724,238.740134794037,0,237.059946213408,235.328245029633,247.853984199778,1,1,0,52.4957935132905,1
"44",2015-05-26,237.39,238.34,235.81,236.79,6216.5976611,1476792.69091314,237.59142413985,1,237.081631917529,234.894153119188,247.732760201774,1,1,0,50.2949978071285,1
"45",2015-05-27,236.8,238.75,236.47,237.35,6580.30609489,1562854.64102215,237.607348981427,0,237.101011088961,234.532733336351,247.75966613014,1,1,0,50.3260886673235,1
"46",2015-05-28,237.35,238.48,236.23,237.34,6022.72194413,1429130.27701203,237.335446103761,0,237.190657867488,234.276070528043,247.742061974386,1,1,0,49.7538428364796,0
"47",2015-05-29,237.25,237.68,235.01,236.89,6398.99136435,1515234.1103662,236.820920739272,0,237.528627679002,234.11488270454,247.704205521021,0,1,0,48.6270475315287,0
"48",2015-05-30,236.89,236.99,231,233.55,6280.90799929,1468957.23273846,234.092597078493,0,237.548318130674,234.018499078793,247.65643294037,0,1,0,43.058396135205,0
"49",2015-05-31,233.61,233.94,229.55,230.21,5913.05798545,1372652.46826074,232.531384822919,0,237.245265244334,233.92712274215,247.537881991926,0,0,0,40.2200492334035,0
"50",2015-06-01,230.18,230.99,221.58,223.56,10192.01764656,2305231.69180521,227.300646513893,0,236.201137088478,233.720710677385,247.35448677738,0,0,0,32.4920012405031,0
"51",2015-06-02,223.55,226.68,221.84,225.85,9003.13139658,2023694.1543537,224.588473060538,1,234.687072255186,233.541566104626,247.177800815318,0,0,0,29.3436675462849,0
"52",2015-06-03,225.83,227.45,223.82,225.86,6865.973523,1552029.36016716,226.004393372367,0,233.261276960656,233.630243912463,247.063946758018,0,0,0,32.9939330768679,0
"53",2015-06-04,225.85,226.07,223.56,224.57,5968.04396352,1343792.43484114,225.275703144961,0,231.914833795748,233.690934066574,246.924490766858,0,0,0,32.075524460859,0
"54",2015-06-05,224.57,226.74,223.01,224.97,6597.81297231,1484538.54689482,224.834409274059,1,230.639132309169,233.631262274451,246.786054221029,0,0,0,31.5036090445963,0
"55",2015-06-06,225.03,225.61,224.27,225.48,3610.50147451,812328.738466654,224.987449967166,0,229.377142407743,233.631407847171,246.664739202064,0,0,0,31.9567225148947,0
"56",2015-06-07,225.48,226.09,222.88,223.89,3622.8028596,813233.588446985,224.608444952005,1,228.104442292568,233.654978306889,246.400735761418,0,0,0,31.4026980243053,0
"57",2015-06-08,223.88,230.16,223.63,229.1,6964.0648522,1582657.98583146,226.525919530165,1,227.074942171657,233.691953336164,246.129174672768,0,0,0,37.3230051641038,0
"58",2015-06-09,229.1,232.06,228.31,229.18,6346.6306686,1460344.95208157,229.943812338855,0,226.660063697693,233.789702522193,245.901271756742,1,0,0,46.2310477432414,0
"59",2015-06-10,229.31,230.45,227.98,228.73,5978.99455875,1369542.81095429,229.122481212217,1,226.319173336623,233.826808713687,245.554965057696,1,0,0,44.5909658814453,0
"60",2015-06-11,228.79,230.92,228.7,229.69,5605.95005072,1287633.58427298,229.698257547704,1,226.558934440004,233.700101527561,245.085273047437,1,0,0,46.0362528959335,0
"61",2015-06-12,229.68,231.32,229.01,229.47,6060.53162572,1394308.52515208,230.057282503615,1,227.105815384312,233.603421535811,244.585242344145,1,0,0,46.9651978575428,0
"62",2015-06-13,229.21,233.49,228.79,233.47,4139.5737215,957524.602965867,230.868215691719,1,227.592197616247,233.571106944032,244.183062579181,1,0,0,49.096667827085,0
"63",2015-06-14,233.49,235,232.53,233.6,2314.73634054,540910.006870959,233.794562478734,1,228.444083549624,233.654802898771,243.781679496134,1,1,0,55.973080944591,1
"64",2015-06-15,233.61,238.5,233.6,236.99,6051.86252839,1430992.43538378,235.937391099113,1,229.554381732129,233.968956664844,243.399457875214,1,1,0,60.2116389287657,1
"65",2015-06-16,236.92,253.26,236.01,251.91,10434.14814815,2551107.89700731,242.305680426486,1,231.286204778061,234.369734124465,243.065916853999,1,1,0,69.5835538056436,1
"66",2015-06-17,251.88,259.46,247,250.25,9886.2009048,2490858.92068446,251.685781017871,0,233.993938384648,234.894462166551,242.755554500923,1,1,1,77.8568847664102,1
"67",2015-06-18,250.18,253.29,243.51,249.27,8234.70571275,2054765.00465199,249.261025344466,0,236.267448966078,235.378662266883,242.297755315532,1,1,1,72.3764574601023,1
"68",2015-06-19,249.33,251.05,245.04,246.33,6096.25794923,1513934.87559201,248.6153726869,0,238.134605000882,235.712202666493,241.836591078894,1,1,1,70.9444300035573,1
"69",2015-06-20,246.33,246.99,240.46,246.13,4371.21458011,1067504.86059423,244.079475863109,1,239.630304465972,235.875007498885,241.325325136918,1,1,1,61.7072552557476,1
"70",2015-06-21,246.08,246.98,242,244.66,3694.45385093,902762.587864229,244.456049509802,1,241.106083662181,236.057503288096,240.855891448256,1,1,1,62.1478936617048,1
"71",2015-06-22,244.66,248.5,243.86,247.5,5569.60351861,1372558.01720536,246.227470874234,0,242.723102499243,236.187550866025,240.46603740217,1,1,1,64.2328947271473,1
"72",2015-06-23,247.48,248.06,243.01,244.52,5297.1415872,1298934.01830829,245.320874801665,0,244.168368410238,236.283494478136,240.056027604654,1,1,1,62.3402825308707,1
"73",2015-06-24,244.54,244.92,239.51,240.04,5323.51072526,1288907.01394593,242.528322449756,0,245.04174440734,236.414203662116,239.554809304273,0,1,1,56.7896147330177,1
"74",2015-06-25,240.14,243.44,239.91,242.44,5678.55548776,1373799.76597178,241.807193477269,1,245.628724645156,236.551799282652,239.067337129662,0,1,1,55.4174097359224,1
"75",2015-06-26,242.46,243.1,239.91,243,6539.24758549,1581840.46743212,241.984300240969,1,245.596586626604,236.736752309015,238.733125452957,0,1,1,55.7005199830659,1
"76",2015-06-27,242.99,252.22,242.6,251.59,5287.8661909,1306859.74932144,246.006369996883,1,245.028645524505,236.845551578498,238.595157496118,1,1,1,61.655644757981,1
"77",2015-06-28,251.46,251.87,247.51,249.11,4290.97455352,1072192.35313307,249.958209247194,1,245.098363914778,236.976299436915,238.462096363663,1,1,1,66.4306083375863,1
"78",2015-06-29,249.11,257.99,249.09,257.54,10401.50872812,2645225.77747383,253.53503192371,1,245.590329838459,237.203913823689,238.384079413213,1,1,1,70.064246224287,1
"79",2015-06-30,257.53,269.39,255.91,263.82,12009.78610672,3158012.37675868,263.006867333844,0,247.483068985533,237.61849842455,238.381611349318,1,1,1,77.1253680570119,1
"80",2015-07-01,263.83,265.45,255.12,259.02,8238.7119877,2139636.96532695,259.599510707489,0,248.997415105301,237.966776882351,238.29021300437,1,1,1,70.6677425402152,1
"81",2015-07-02,258.96,262,253,254.85,6283.48126529,1616638.04464333,257.192492695349,0,250.093917287413,238.257732541274,238.29093360296,1,1,1,66.435942484579,1
"82",2015-07-03,254.86,257.37,252.77,256.95,4782.98346498,1221770.39867288,255.352941400181,1,251.097123947264,238.619190472008,238.384743866435,1,1,1,63.3153971053359,1
"83",2015-07-04,256.94,261,254.4,260.64,4091.5562419,1052865.66332249,257.197719847182,1,252.564063687007,239.004934330626,238.456356669453,1,1,1,65.0864766901384,1
"84",2015-07-05,260.64,275.25,258.99,271.74,8452.80236186,2261217.51729353,264.426219160874,1,254.825966255367,239.54596737187,238.612434109374,1,1,1,70.9954157484668,1
"85",2015-07-06,272.17,277.88,268.27,269.94,10013.57858736,2734817.61134653,272.528804217369,0,257.880416653007,240.248272310875,238.815249926515,1,1,1,75.9158863259693,1
"86",2015-07-07,269.78,272.11,264.5,266.18,6984.3821578,1874406.98170433,268.441300942478,1,260.123909747567,240.888318763355,239.036163121142,1,1,1,69.5096319181791,1
"87",2015-07-08,266.18,273.97,264.41,270.97,7798.11588097,2103312.99199127,269.043088203942,1,262.032397643242,241.600356074951,239.263430077746,1,1,1,69.9121928380823,1
"88",2015-07-09,271.5,272.5,267.1,269.75,6970.30224745,1883068.48130429,270.298890932904,1,263.708783544161,242.328420042374,239.501467734424,1,1,1,70.7792028633334,1
"89",2015-07-10,269.77,294.71,269,286.67,15892.75092725,4531562.90488502,281.390528798601,1,265.547149690637,243.24499234462,239.866730281329,1,1,1,77.0653511322686,1
"90",2015-07-11,286.71,299,284.5,294.23,8509.60783548,2491607.45967145,291.991015280886,1,268.786300147976,244.329974088788,240.291382302052,1,1,1,81.2228883680291,1
"91",2015-07-12,294.29,316.52,293.5,312.16,12918.22743971,3959207.62652768,305.829203130901,0,273.649971191532,245.651975723537,240.801063010548,1,1,1,85.0363522458802,1
"92",2015-07-13,312.19,312.91,281.62,293.08,12936.00278298,3789081.7847191,294.99021655564,0,277.613698707078,246.746533128297,241.211843463463,1,1,1,72.5993008964633,1
"93",2015-07-14,292.93,297.78,286.25,287.51,7146.06148146,2084416.43567626,291.431738349303,0,281.03710055729,247.800365199402,241.564305114517,1,1,1,69.0297824922995,1
"94",2015-07-15,287.48,294.11,284.98,285.7,7589.8114526,2205205.46762008,291.098717907049,0,283.704350431907,248.870511074746,241.882332096967,1,1,1,68.6894070485826,1
"95",2015-07-16,285.7,292.78,275,279.38,8604.68123348,2421142.37355342,282.536251902298,0,284.7050952004,249.769089133163,242.150911234757,0,1,1,60.4377251897365,1
"96",2015-07-17,279.38,281.38,272.64,280.58,6977.01744653,1941566.65849245,277.902626920241,1,285.651227798176,250.580432749493,242.428251638768,0,1,1,56.4833330924875,1
"97",2015-07-18,280.14,282.71,276.34,277.71,4279.26089921,1193944.61609841,278.997938931694,0,286.646712870952,251.423973113341,242.76942790894,0,1,1,57.1962761195095,1
"98",2015-07-19,277.71,278.48,275,275.61,3464.18667592,958346.348495454,276.77513786399,1,287.29433756406,252.277623929051,243.148061503922,0,1,1,55.2191413181191,1
"99",2015-07-20,275.6,280,273.34,280,5476.63658855,1519929.43314484,277.535405522836,1,286.908825236484,253.177704343049,243.5524135426,0,1,1,55.782152124507,1
"100",2015-07-21,279.96,281.27,276.85,277.32,4943.55943437,1382514.99361907,279.691096151217,0,285.678833323517,254.225513335796,243.97311200659,0,1,1,57.4169558517668,1
"101",2015-07-22,277.33,278.54,275.01,277.89,4687.90938331,1298309.29272482,276.981500057076,1,282.794063016134,255.273373875727,244.407469990177,0,1,1,54.6804108504713,1
"102",2015-07-23,277.96,279.75,276.28,277.39,5306.91957531,1473235.08118801,277.634506363079,1,281.058491996878,256.305976135541,244.968110024002,0,1,1,55.2341519369051,1
"103",2015-07-24,277.23,291.52,276.43,289.12,7362.46908295,2096723.80979296,283.566662383094,1,280.271984400257,257.471795320304,245.581364693439,1,1,1,60.0139461964052,1
"104",2015-07-25,289.12,291.67,286.82,289.7,4102.45296008,1186179.25715104,289.105231134639,1,280.072635723016,258.757211757515,246.194237015983,1,1,1,63.8905621931782,1
"105",2015-07-26,289.68,294.49,288.65,293.89,3735.24660255,1091046.9190645,291.516820863697,1,280.970692619156,260.087799175446,246.859603511308,1,1,1,65.4607365047202,1
"106",2015-07-27,293.88,297,287.24,294.21,6461.0331349,1887811.12611821,291.758931425246,1,282.356323069657,261.430808904911,247.5428936059,1,1,1,65.6223576659249,1
"107",2015-07-28,294.22,298,293.65,295.76,5761.8696177,1704791.05918746,295.878667272182,0,284.044395903705,262.817863859751,248.254908597957,1,1,1,68.3373737309555,1
"108",2015-07-29,295.74,296.58,289.01,290.19,5223.50717064,1526595.74244619,292.150097109425,0,285.581891828249,264.061989555162,248.925846038678,1,1,1,63.4530290229842,1
"109",2015-07-30,290.26,291.56,286.56,288.49,5138.98154856,1483053.52802839,288.579100669054,0,286.686261342871,265.251121944299,249.538965328993,1,1,1,59.0964911110048,1
"110",2015-07-31,288.49,290,282.79,285.19,5676.61845893,1622595.61353159,285.826054444018,0,287.299757172151,266.373677882225,250.036889704893,0,1,1,55.9094814985183,1
"111",2015-08-01,285.2,285.6,277.26,281.53,3932.44975145,1106503.71888329,281.356869495072,0,287.73729411595,267.399669622054,250.501545578933,0,1,1,51.092465933357,1
"112",2015-08-02,281.53,282.62,277.33,282.62,3361.0866893,943162.298711558,280.617483241338,1,288.035591803776,268.394654973047,250.98288095854,0,1,1,50.3200322148429,1
"113",2015-08-03,282.62,285.86,280.27,280.95,4741.72910667,1344065.54517833,283.123859512664,1,287.991311516733,269.381240913725,251.518021906248,0,1,1,52.9184823930748,1
"114",2015-08-04,280.95,286.47,280.11,285.51,5580.22052955,1586614.46121427,284.526096394734,0,287.533398042743,270.353015019638,252.160985842241,0,1,1,54.3568455138591,1
"115",2015-08-05,285.6,286.25,282.01,282.77,5765.48779667,1635723.06034456,283.705292828437,0,286.752245239217,271.181007267677,252.775370696071,0,1,1,53.3297979504709,1
"116",2015-08-06,282.44,282.61,278.95,279.65,5027.85564067,1408962.10634478,280.311709739525,0,285.607523070645,271.75352584211,253.323994004331,0,1,1,49.1914247923228,0
"117",2015-08-07,279.37,281.17,277.05,279.94,5212.45690065,1457132.01938238,279.486021668565,0,283.968258510283,272.358025768592,253.868344017738,0,1,1,48.2111465203679,0
"118",2015-08-08,280.06,280.16,260.07,262.02,6085.44943664,1650576.62578026,273.582110712783,0,282.111459870619,272.85736052911,254.284781597801,0,1,1,41.7973241769932,0
"119",2015-08-09,262.02,268.8,260.97,267.63,5046.97687512,1336980.78907418,265.070820259155,1,279.760631829629,273.277187417031,254.576097457958,0,0,1,34.6422266008532,0
"120",2015-08-10,267.6,268.89,263.17,265.15,5478.58214893,1455102.35907119,265.797241395278,1,277.757750524755,273.70401125474,254.880757271418,0,0,1,35.6546495839182,0
"121",2015-08-11,265.15,271.99,264.91,271.99,5796.14479285,1546741.3486612,266.790209725091,1,276.301084547757,274.115266031757,255.151408448891,0,0,1,37.0892185629615,0
"122",2015-08-12,271.99,272.4,265.79,266.94,6350.25601895,1709658.86464547,269.152247016347,0,275.154560925258,274.591893476051,255.437693977094,0,0,1,40.4881599812817,0
"123",2015-08-13,266.81,267.82,262.94,264.67,5343.42301753,1417633.60601806,265.219832123039,1,273.364158186295,275.045723669517,255.729963665816,0,0,1,36.9125517054978,0
"124",2015-08-14,264.48,267.98,262.5,266.17,6859.07697033,1824477.33341829,265.812257909486,1,271.492774337771,275.525824958161,256.038812120407,0,0,1,37.8036914383379,0
"125",2015-08-15,266.21,267.69,261.77,262.46,4116.06182042,1094804.45771386,266.335374185283,0,269.755782473455,276.012846437047,256.374799373031,0,0,1,38.6280604473754,0
"126",2015-08-16,262.45,263.1,255.67,259.2,5493.63748757,1427070.46404174,260.125907263755,0,267.737202225878,276.295237182385,256.570394380441,0,0,1,33.0314458592974,0
"127",2015-08-17,259.2,261.57,255.58,257.31,6966.79970621,1801424.38316309,258.565177617267,0,265.645117820749,276.467376549786,256.721837993351,0,0,1,31.7849189682384,0
"128",2015-08-18,257.56,258.04,200,221.99,11541.79729515,2838673.05874024,253.987243756599,0,263.68563112513,276.476420786444,256.840167305066,0,0,0,28.399507969083,0
"129",2015-08-19,221.99,238.99,214.91,227.34,13329.69033609,3079077.74537329,232.5827501574,1,260.436824114955,275.867938442915,256.743218433732,0,0,0,18.4856135584038,0
"130",2015-08-20,227.46,238.2,227.45,235.56,8819.52508175,2061552.54719566,233.700181570298,1,257.227118132457,275.349951860171,256.658364371261,0,0,0,20.0546296364564,0
"131",2015-08-21,235.56,236.99,231.15,232.85,8328.5779028,1951941.91377572,234.477347835307,0,253.995831943478,274.89564896297,256.576690752122,0,0,0,21.1908111932796,0
"132",2015-08-22,232.85,235.53,222.68,231.15,7197.34948925,1647910.50721132,230.571407476362,0,250.13774798948,274.400018284494,256.509604378251,0,0,0,19.6772008545377,0
"133",2015-08-23,231.16,233.25,226.15,229.21,4312.6376901,991900.601964409,230.287304837404,0,246.644495260916,273.861809984298,256.433372157462,0,0,0,19.5677192745662,0
"134",2015-08-24,229.23,229.24,210,211.16,16523.78944494,3612811.22753266,220.755497193659,0,242.138819189333,272.988395544954,256.267181458412,0,0,0,16.2924386445024,0
"135",2015-08-25,211.16,229.49,198.02,223.73,19685.20578035,4199005.68866892,215.983807934597,1,237.103662564265,271.857495619299,256.052883965087,0,0,0,14.9439272512248,0
"136",2015-08-26,223.73,231.97,220.16,226.81,9756.26262065,2213055.45509107,226.384274869612,1,233.72949932485,271.016355097841,255.952336930598,0,0,0,28.7806142464044,0
"137",2015-08-27,226.72,229.99,224,225.8,7891.14647013,1788909.52957421,226.591493642652,1,230.532130927389,270.167323206616,255.883839640783,0,0,0,29.0283408748315,0
"138",2015-08-28,225.62,236.18,221.2,231.55,9155.34886512,2106216.64059978,228.599315546119,1,227.993338106341,269.33333169888,255.830875870627,1,0,0,31.5140854540487,0
"139",2015-08-29,231.55,233.95,228,230.61,4469.25113064,1031145.81490489,230.782763776849,0,227.813339468286,268.321176398445,255.783084371532,1,0,0,34.212551638835,0
"140",2015-08-30,230.61,233.47,226.59,229.39,4975.99074234,1140440.21987034,229.396856996218,1,227.383007010878,267.069293232751,255.69963366077,1,0,0,33.3152577663015,0
"141",2015-08-31,229.4,233,225.23,230.75,6986.51571867,1607459.15806304,229.624290110255,0,226.897701238373,265.545194972339,255.598585347938,1,0,0,33.6229182740215,0
"142",2015-09-01,230.76,233.5,226.42,228.22,8599.28297275,1967839.64324614,228.858832559955,0,226.726443746732,264.222567292425,255.484550210361,1,0,0,33.0699115577686,0
"143",2015-09-02,228.22,231.43,226.43,229.97,7461.09419833,1709270.7038961,228.648965266491,0,226.562609789641,262.966911830769,255.383638515085,1,0,0,32.9100910820666,0
"144",2015-09-03,229.95,230.79,226.48,227.25,6669.72158489,1521114.40819946,228.206049751848,1,227.307665045459,261.709058467665,255.289784771205,1,0,0,32.5525343117697,0
"145",2015-09-04,227.24,232.49,227.24,231.39,7070.63136039,1627690.70301799,229.90951577212,1,228.700235829212,260.656523745061,255.212806439112,1,0,0,35.4569749393068,0
"146",2015-09-05,231.43,237.24,230.12,236.01,5615.31975395,1313413.65579395,233.179188512606,1,229.379727193511,259.762054976908,255.171243863201,1,0,0,40.7325365882923,0
"147",2015-09-06,236.17,244.82,235.54,241.29,5273.5396927,1270903.67964615,240.848819678307,1,230.805459797077,258.999072591841,255.211522852591,1,0,0,50.8756460795156,1
"148",2015-09-07,241.26,242.98,239.21,241.31,4902.58116068,1182148.81416829,241.059135156661,1,232.051441758131,258.284752537694,255.281188233373,1,0,0,51.1226726471641,1
"149",2015-09-08,241.31,247.82,240.31,244.14,8297.98385459,2023292.3435078,243.716272860389,0,233.344792666485,257.608369884445,255.393037113747,1,0,0,54.2526437143991,1
"150",2015-09-09,244.24,244.69,238.6,238.75,6819.43626768,1643533.15282157,241.219830379456,0,234.527090004809,256.83894456901,255.532228952403,1,0,0,50.9513743520782,1
"151",2015-09-10,238.74,241.4,236.69,238.52,5812.39815317,1389488.00545534,239.090350742038,1,235.473696067987,256.081121582709,255.677247729218,1,0,0,48.254066100815,0
"152",2015-09-11,238.55,241.54,238.5,240.9,5856.64280098,1408540.78841911,240.542007877322,0,236.642013599724,255.339271612994,255.822623874267,1,0,0,50.1898967634265,1
"153",2015-09-12,240.9,241.12,235.26,236.5,5480.20471378,1307125.94823466,238.977964391019,0,237.674913512177,254.447497653152,255.959646486728,1,0,0,48.1019322572509,0
"154",2015-09-13,236.5,236.91,229.72,230.82,5004.42997556,1165192.60688144,233.552759441347,0,238.209584481127,253.336448219287,256.046829988401,0,0,0,41.6321758751716,0
"155",2015-09-14,230.83,233.99,228.01,231.01,7984.56251326,1847332.70520416,231.1309779517,1,238.331730699084,252.128731361047,256.108265268246,0,0,0,39.1037659873349,0
"156",2015-09-15,231.02,232.43,230.26,230.6,7118.30792605,1645238.78329923,231.246410089206,0,238.138452856745,250.918480934326,256.174644919618,0,0,0,39.2930149470129,0
"157",2015-09-16,230.67,232,226.85,229.73,7655.65298843,1756038.82550181,229.399213393453,1,236.993492228259,249.588891856751,256.203377858251,0,0,0,37.295584909359,0
"158",2015-09-17,229.72,235.93,229.01,233.34,7527.99830632,1746861.41759401,231.454769975648,1,236.033055710158,248.374985314076,256.218487434619,0,0,0,40.8961680081603,0
"159",2015-09-18,233.31,234.96,231.75,233.78,4688.4507946,1095142.05476268,233.684155815052,0,235.029844005624,247.277086416996,256.264104180647,0,0,0,44.6109963979285,0
